movieId,budget,genres,imdbId,poster_path,release_date,title,tmdbId
2702,22000000.0,Drama,162677,http://image.tmdb.org/t/p/w185//yWXzbuufXtAanrUmWDsuWHNTDJq.jpg,1999-07-02,Summer of Sam (1999),10279.0
2706,11000000.0,Comedy|Romance,163651,http://image.tmdb.org/t/p/w185//5P68by2Thn8wHAziyWGEw2O7hco.jpg,1999-07-09,American Pie (1999),2105.0
2707,21500000.0,Thriller,137363,http://image.tmdb.org/t/p/w185//ed2GH9TL3d2hR90yCr6R7tNLX66.jpg,1999-03-19,Arlington Road (1999),1073.0
2708,0.0,Romance,137439,http://image.tmdb.org/t/p/w185//9tZfuy9FL0NVXhovSkIcUog1vHQ.jpg,1998-09-07,"Autumn Tale, An (Conte d'automne) (1998)",10239.0
2709,24000000.0,Children|Comedy,158811,http://image.tmdb.org/t/p/w185//6NtN7wrHeRnU2jGOh26qh9w3ByJ.jpg,1999-07-14,Muppets From Space (1999),10208.0
2710,60000.0,Drama|Horror|Thriller,185937,http://image.tmdb.org/t/p/w185//bFmbqmj21WQMZff1wD45ygbvxud.jpg,1999-07-14,"Blair Witch Project, The (1999)",2667.0
2712,65000000.0,Drama|Mystery|Thriller,120663,http://image.tmdb.org/t/p/w185//a0YOhU3zq0RkOYrVlPXCeE1oFkR.jpg,1999-07-16,Eyes Wide Shut (1999),345.0
2713,27000000.0,Horror|Thriller,139414,http://image.tmdb.org/t/p/w185//pEszakCP8j9E9S0UPLfEa3Cad3O.jpg,1999-07-15,Lake Placid (1999),9825.0
2716,30000000.0,Action|Comedy|Sci-Fi,87332,http://image.tmdb.org/t/p/w185//h5Qz8J4T8YQnbZzHXM73WVYYVPK.jpg,1984-06-08,Ghostbusters (a.k.a. Ghost Busters) (1984),620.0
2717,37000000.0,Comedy|Fantasy|Sci-Fi,97428,http://image.tmdb.org/t/p/w185//yObYPMA58DnTMvJooFW7GG6jWAt.jpg,1989-06-16,Ghostbusters II (1989),2978.0
2718,10000000.0,Comedy,157503,http://image.tmdb.org/t/p/w185//kZISk6UJPtYzVaFRlEuzohcb2NG.jpg,1999-07-23,Drop Dead Gorgeous (1999),10490.0
2719,80000000.0,Horror|Thriller,171363,http://image.tmdb.org/t/p/w185//dU07NZikdFAA5cK63yyHfy07uS4.jpg,1999-07-23,"Haunting, The (1999)",11618.0
2720,75000000.0,Action|Adventure|Children|Comedy,141369,http://image.tmdb.org/t/p/w185//eKpK8FaQDpkgp3HHm3YrIDqUjWh.jpg,1999-07-23,Inspector Gadget (1999),332.0
2722,60000000.0,Action|Horror|Sci-Fi|Thriller,149261,http://image.tmdb.org/t/p/w185//lgdHATo8Y4bTfXEVURdUdpgcw1.jpg,1999-07-28,Deep Blue Sea (1999),8914.0
2723,68000000.0,Action|Comedy|Fantasy,132347,http://image.tmdb.org/t/p/w185//3O2uzpG97ndCeAWgS22rNB2xL6N.jpg,1999-08-06,Mystery Men (1999),9824.0
2724,70000000.0,Comedy|Romance,163187,http://image.tmdb.org/t/p/w185//aq0wzlWTEaUHlehS14cS5kejRIY.jpg,1999-07-30,Runaway Bride (1999),4806.0
2725,0.0,Drama,162830,http://image.tmdb.org/t/p/w185//bOrFYFUdLyNidIHbYsArS4U2rWS.jpg,1999-07-30,Twin Falls Idaho (1999),33430.0
2726,320000.0,Crime|Film-Noir,49406,http://image.tmdb.org/t/p/w185//8fT4u4LOVdNABCjyFjCj9Gc1u9W.jpg,1956-06-06,"Killing, The (1956)",247.0
2727,75000.0,Crime|Film-Noir,48254,http://image.tmdb.org/t/p/w185//x9RTn7LY2bHJpXFXacrksqOeGIk.jpg,1955-09-21,Killer's Kiss (1955),10056.0
2728,12000000.0,Action|Drama|Romance|War,54331,http://image.tmdb.org/t/p/w185//b5R4HesWA7EKnkm1XUu81nwAxhf.jpg,1960-10-06,Spartacus (1960),967.0
2729,2000000.0,Drama|Romance,56193,http://image.tmdb.org/t/p/w185//pmjylvOkit6Hpg428wtpVAQOnR8.jpg,1962-06-13,Lolita (1962),802.0
2730,11000000.0,Drama|Romance|War,72684,http://image.tmdb.org/t/p/w185//djl9e9koMRaOUS8tk2nRBlpNyVE.jpg,1975-11-26,Barry Lyndon (1975),3175.0
2731,0.0,Crime|Drama,53198,http://image.tmdb.org/t/p/w185//12PuU23kkDLvTd0nb8hMlE3oShB.jpg,1959-05-04,"400 Blows, The (Les quatre cents coups) (1959)",147.0
2732,0.0,Drama|Romance,55032,http://image.tmdb.org/t/p/w185//92Sb34OoSxE9DuQt0OOVLvwKwjU.jpg,1962-01-23,Jules and Jim (Jules et Jim) (1961),1628.0
2733,1884000.0,Adventure|Comedy|Romance,96378,http://image.tmdb.org/t/p/w185//yAT8QJquco2dGBEwqQJBLfP7wtM.jpg,1988-08-05,Vibes (1988),21185.0
2734,0.0,Adventure|Drama|Thriller,91557,http://image.tmdb.org/t/p/w185//8A1iDYSp8H5WORWZVCV3E3SpkGD.jpg,1986-11-26,"Mosquito Coast, The (1986)",11120.0
2735,25000000.0,Action|Adventure|Comedy|Fantasy|Mystery,91129,http://image.tmdb.org/t/p/w185//nVJIyS2gh0hBvVEr8s9SrpSBTxL.jpg,1986-12-12,"Golden Child, The (1986)",10136.0
2736,0.0,Comedy,90774,http://image.tmdb.org/t/p/w185//gtaQOHgnGAOQdkLY57Mlu0ZdZA3.jpg,1986-12-26,Brighton Beach Memoirs (1986),32060.0
2737,0.0,Action|Drama|Thriller,92585,http://image.tmdb.org/t/p/w185//ovqpuV4BmQMkuKbX9t4IYb2Hgk1.jpg,1987-01-09,Assassination (1987),48686.0
2738,0.0,Comedy|Drama,90886,http://image.tmdb.org/t/p/w185//yet0Ww2A7f5qT7MisDuIBSXdV3r.jpg,1986-12-12,Crimes of the Heart (1986),48259.0
2739,15000000.0,Drama,88939,http://image.tmdb.org/t/p/w185//ai3gXfHgHZ2MTx55VwoT8ZowRHW.jpg,1985-12-18,"Color Purple, The (1985)",873.0
2740,0.0,Horror|Sci-Fi,91343,http://image.tmdb.org/t/p/w185//7VlA4Scr7ljDEoEXMD5VOREiiz5.jpg,2019-06-16,"Kindred, The (1986)",48660.0
2741,0.0,Action|Crime|Thriller,91637,http://image.tmdb.org/t/p/w185//cuKib5LStf2IYd201XkvZ7rvmL4.jpg,1986-12-19,No Mercy (1986),26789.0
2742,0.0,Comedy|Drama,92068,http://image.tmdb.org/t/p/w185//ew3Ucj1M5mjKkKOEEnyamQRQiIS.jpg,2002-11-13,Ménage (Tenue de soirée) (1986),3934.0
2743,2000000.0,Drama,91613,http://image.tmdb.org/t/p/w185//c8k9uKYpymcNVlGGNPO4rG4Cf9L.jpg,1986-12-24,Native Son (1986),108312.0
2744,0.0,Drama,91699,,1986-09-04,Otello (1986),198469.0
2745,24500000.0,Drama,91530,http://image.tmdb.org/t/p/w185//oTU13XXz4WHisDWKX3X6dFWEjC0.jpg,1986-09-29,"Mission, The (1986)",11416.0
2746,25000000.0,Comedy|Horror|Musical,91419,http://image.tmdb.org/t/p/w185//iKkbN17OmFosaW6asCNZTTsyvpu.jpg,1986-12-19,Little Shop of Horrors (1986),10776.0
2747,30000.0,Comedy|Horror,54033,http://image.tmdb.org/t/p/w185//s9MrumN9oCfv1rFoEvMLwucWD7V.jpg,1960-08-05,"Little Shop of Horrors, The (1960)",24452.0
2748,0.0,Action|Adventure|Comedy,92534,http://image.tmdb.org/t/p/w185//iMXyJckhJvFvQDzS0ZAbtHMvc2m.jpg,1986-12-17,Allan Quatermain and the Lost City of Gold (1987),9710.0
2749,0.0,Drama|Mystery,91554,http://image.tmdb.org/t/p/w185//4yK0mAPjkNUmzcJnJDEhG8CiARJ.jpg,1986-12-25,"Morning After, The (1986)",31924.0
2750,16000000.0,Comedy|Drama,93818,http://image.tmdb.org/t/p/w185//ljZ3yyYznAiq1vF6nHITdJn6qXB.jpg,1987-01-30,Radio Days (1987),30890.0
2751,0.0,Comedy|Drama,93051,http://image.tmdb.org/t/p/w185//1BLA2e8tlKk8lrQ6deilaEMuEb9.jpg,1987-02-06,From the Hip (1987),24081.0
2752,0.0,Comedy|Mystery,93690,http://image.tmdb.org/t/p/w185//fBW8jvJZPergKfkkZYWk93cpJZ6.jpg,1987-01-30,Outrageous Fortune (1987),20242.0
2754,0.0,Horror,92850,http://image.tmdb.org/t/p/w185//5nFchqNwM4nuaqLjqHKOs3uagMa.jpg,2009-10-28,Deadtime Stories (1987),66194.0
2757,0.0,Drama,83967,http://image.tmdb.org/t/p/w185//hE80G2u4QB13wtlCcshppdeG3P.jpg,1982-12-03,Frances (1982),3526.0
2759,13000000.0,Comedy,144168,http://image.tmdb.org/t/p/w185//dJrwdIBbidBeb5nvke3VRKyoLYj.jpg,1999-08-04,Dick (1999),16406.0
2761,70000000.0,Adventure|Animation|Children|Drama|Sci-Fi,129167,http://image.tmdb.org/t/p/w185//6OxAr7Eb2QZSPyJKPf2Fgn2NBCn.jpg,1999-08-06,"Iron Giant, The (1999)",10386.0
2762,40000000.0,Drama|Horror|Mystery,167404,http://image.tmdb.org/t/p/w185//fIssD3w3SvIhPPmVo4WMgZDVLID.jpg,1999-08-06,"Sixth Sense, The (1999)",745.0
2763,48000000.0,Action|Mystery,155267,http://image.tmdb.org/t/p/w185//buvZmE9KWHJORdfTmYdod74d7fk.jpg,1999-08-06,"Thomas Crown Affair, The (1999)",913.0
2764,4300000.0,Crime|Drama|Romance|Thriller,63688,http://image.tmdb.org/t/p/w185//84CweBYein3D8Aau0EidPvYaXln.jpg,1968-06-19,"Thomas Crown Affair, The (1968)",912.0
2765,0.0,Comedy|Drama,122515,http://image.tmdb.org/t/p/w185//o0KvKCgxMFccx3SzDI3p2218921.jpg,1998-07-02,"Acid House, The (1998)",12229.0
2766,0.0,Comedy|Drama,168449,http://image.tmdb.org/t/p/w185//xgTj7QyjBnL3ZONP7ijaMrugCQk.jpg,1998-09-11,"Adventures of Sebastian Cole, The (1998)",67323.0
2769,0.0,Crime|Drama,138946,http://image.tmdb.org/t/p/w185//AtwXtU8CDWvVADgOwRkOSRZFPWI.jpg,2000-10-20,"Yards, The (2000)",19457.0
2770,55000000.0,Comedy,131325,http://image.tmdb.org/t/p/w185//xyuu6MbSNrrXBaijjvWvrhPj8mC.jpg,1999-08-12,Bowfinger (1999),11353.0
2771,25000000.0,Drama,120620,http://image.tmdb.org/t/p/w185//mmJ02mbkuJI4FqI3c34z0htjJqc.jpg,1999-08-13,Brokedown Palace (1999),17707.0
2772,6500000.0,Comedy,165710,http://image.tmdb.org/t/p/w185//jedOctnsD20K4IvOeh5jG811B8L.jpg,1999-08-13,Detroit Rock City (1999),9781.0
2774,0.0,Comedy|Romance,168987,http://image.tmdb.org/t/p/w185//7FC2UK7MyEwlmbJGCIIFg4U7VPU.jpg,1999-02-14,Better Than Chocolate (1999),18212.0
2775,0.0,Drama,138487,http://image.tmdb.org/t/p/w185//2n7MHIPTRFKB8Cio9YvvNubf0kN.jpg,1998-08-13,Head On (1998),13817.0
2779,0.0,Comedy,77663,http://image.tmdb.org/t/p/w185//syxuo7SXA4QcpLj04C4Hp3pzNhO.jpg,1978-06-28,Heaven Can Wait (1978),12185.0
2782,200000.0,Horror,55304,http://image.tmdb.org/t/p/w185//dSdDtWebN6NwUM3D2bejPRCKcDT.jpg,1961-08-12,Pit and the Pendulum (1961),28501.0
2784,0.0,Horror,58333,http://image.tmdb.org/t/p/w185//pPHVp6XVaSK5Hkbmf7HYdrts9kJ.jpg,1964-06-24,"Masque of the Red Death, The (1964)",25319.0
2786,13000000.0,Comedy,91178,http://image.tmdb.org/t/p/w185//baCp0EoRyolxmT7DwDZsqiQyam6.jpg,1986-07-25,Haunted Honeymoon (1986),24103.0
2787,0.0,Horror,88889,http://image.tmdb.org/t/p/w185//r22wqjtDUu0bCTioWLZIZKG1NkY.jpg,1985-04-12,Cat's Eye (1985),10552.0
2788,100000.0,Comedy,66765,http://image.tmdb.org/t/p/w185//ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,1971-09-28,Monty Python's And Now for Something Completely Different (1971),9267.0
2789,6800000.0,Horror,77394,http://image.tmdb.org/t/p/w185//cdWeOABphiRLK3OobCH7cK8jMV5.jpg,1978-06-09,Damien: Omen II (1978),10766.0
2790,0.0,Horror|Thriller,82377,http://image.tmdb.org/t/p/w185//e4eOyQAKBS6ZpJWCcNldZuoSv9t.jpg,1981-03-20,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",10768.0
2791,3500000.0,Comedy,80339,http://image.tmdb.org/t/p/w185//zOiB3p2WTTiwCFgTMnXuDGgzbTN.jpg,1980-07-02,Airplane! (1980),813.0
2792,0.0,Comedy,83530,http://image.tmdb.org/t/p/w185//lj6N7LIEBK3Tv4ZxyftjPwTTyAi.jpg,1982-12-10,Airplane II: The Sequel (1982),2665.0
2793,22000000.0,Comedy|Horror|Romance|Thriller,118604,http://image.tmdb.org/t/p/w185//1NUOprbP7LLfKPArLJY7wziUiHT.jpg,1997-12-25,"American Werewolf in Paris, An (1997)",9406.0
2794,0.0,Adventure|Comedy|Romance,89670,http://image.tmdb.org/t/p/w185//6AhVFxvDs2WZgfpC0bm2n2mshaa.jpg,1985-07-25,European Vacation (aka National Lampoon's European Vacation) (1985),11418.0
2795,15000000.0,Comedy,85995,http://image.tmdb.org/t/p/w185//zt2ZJfsE1OOFkuwy6bgatajn23o.jpg,1983-07-28,National Lampoon's Vacation (1983),11153.0
2796,19000000.0,Comedy,95188,http://image.tmdb.org/t/p/w185//tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg,1988-06-03,Funny Farm (1988),14170.0
2797,18000000.0,Comedy|Drama|Fantasy|Romance,94737,http://image.tmdb.org/t/p/w185//nTY8Zmv7mpumDfzide6GSrekAgQ.jpg,1988-06-03,Big (1988),2280.0
2798,15000000.0,Children|Comedy,100419,http://image.tmdb.org/t/p/w185//kuAdNzjZLv7sdLcpFgcsrDfhdn0.jpg,1990-07-27,Problem Child (1990),11077.0
2799,0.0,Comedy,102719,http://image.tmdb.org/t/p/w185//npr7j2HuRgvsKrXLIxIiXevTH8A.jpg,1991-07-03,Problem Child 2 (1991),28597.0
2800,0.0,Adventure|Animation|Children|Drama|Fantasy,104740,http://image.tmdb.org/t/p/w185//rhRoHgLNp4Q6oA4ipM9XVUG40gb.jpg,1989-07-15,Little Nemo: Adventures in Slumberland (1992),22611.0
2801,0.0,Drama|Romance,119843,http://image.tmdb.org/t/p/w185//TfJ3PnaU5LE13pc8ev2vWCIL2D.jpg,1997-12-31,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),39780.0
2802,23000000.0,Action|Drama|Romance|Thriller,96244,http://image.tmdb.org/t/p/w185//8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg,1988-12-02,Tequila Sunrise (1988),10396.0
2803,45000000.0,Crime|Drama|Mystery|Romance|Thriller,107798,http://image.tmdb.org/t/p/w185//1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg,1993-02-25,"Pelican Brief, The (1993)",9944.0
2804,0.0,Children|Comedy,85334,http://image.tmdb.org/t/p/w185//lLAhXHMI6bVHikEBjzRH9Ju1cTM.jpg,1983-11-18,"Christmas Story, A (1983)",850.0
2805,0.0,Comedy|Romance,130121,http://image.tmdb.org/t/p/w185//5nIqLKEhWdA2QpzyaI2sbsTPaxP.jpg,1999-08-16,Mickey Blue Eyes (1999),10154.0
2806,13000000.0,Comedy|Thriller,133046,http://image.tmdb.org/t/p/w185//wtIfZr4eauMFCpU7Gv4yx9BV1iC.jpg,1999-08-11,Teaching Mrs. Tingle (1999),10342.0
2807,45000000.0,Action|Sci-Fi,176269,http://image.tmdb.org/t/p/w185//qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg,1999-08-05,Universal Soldier: The Return (1999),10366.0
2808,23000000.0,Action|Sci-Fi,105698,http://image.tmdb.org/t/p/w185//fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,1992-07-10,Universal Soldier (1992),9349.0
2810,0.0,Animation|Horror|Mystery|Thriller,156887,,1997-12-20,Perfect Blue (1997),10494.0
2812,7000000.0,Action|Thriller,160401,http://image.tmdb.org/t/p/w185//mYteXffai9mmShyGCa4nPhfGCLQ.jpg,1999-08-25,In Too Deep (1999),22314.0
2813,0.0,Documentary,181833,,1999-01-01,"Source, The (1999)",51679.0
2815,0.0,Action|War,91278,http://image.tmdb.org/t/p/w185//klzCbY5XOV7jT70G9Axfv6ZkjW1.jpg,1986-01-17,Iron Eagle (1986),11037.0
2816,0.0,Action|War,95382,http://image.tmdb.org/t/p/w185//yQNq0zbInR0Vx6nWJCEBN4d0pPI.jpg,1988-11-11,Iron Eagle II (1988),11955.0
2817,0.0,Action,103617,http://image.tmdb.org/t/p/w185//86OonVk0kAeVSyIclBYMFOAJHhr.jpg,1992-01-09,Aces: Iron Eagle III (1992),2038.0
2818,0.0,Action|War,113438,http://image.tmdb.org/t/p/w185//rHaPAeLfnPzPnCErplKsgg158XQ.jpg,1995-01-01,Iron Eagle IV (1995),28737.0
2819,0.0,Drama|Mystery|Romance|Thriller,73802,http://image.tmdb.org/t/p/w185//zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg,1975-09-24,Three Days of the Condor (3 Days of the Condor) (1975),11963.0
2820,0.0,Drama,58175,,1964-11-15,Hamlet (1964),141489.0
2822,40000000.0,Adventure|Romance,104839,http://image.tmdb.org/t/p/w185//lkHqtViTG4Zzh7i9rrtHJGTnEUg.jpg,1992-02-07,Medicine Man (1992),9096.0
2824,0.0,Documentary|Drama,181733,http://image.tmdb.org/t/p/w185//naEA2Sfd3fJFIM2ooWKmVv3mvW3.jpg,1999-01-01,On the Ropes (1999),113273.0
2826,160000000.0,Action|Adventure|Fantasy,120657,http://image.tmdb.org/t/p/w185//7pyhR5K1iv67daYw0DfsmsersKA.jpg,1999-08-13,"13th Warrior, The (1999)",1911.0
2827,75000000.0,Horror|Sci-Fi|Thriller,138304,http://image.tmdb.org/t/p/w185//54RGJ6INW9ERG8IaalmMKbbDgwH.jpg,1999-08-26,"Astronaut's Wife, The (1999)",2900.0
2828,70000000.0,Children|Comedy,160236,http://image.tmdb.org/t/p/w185//4LP5BieqdFNlCFjxsvaA3d6hGGd.jpg,1999-08-27,Dudley Do-Right (1999),17709.0
2829,0.0,Comedy,164108,http://image.tmdb.org/t/p/w185//rYOluleGWoXJUgaV3yelNreimbO.jpg,1999-08-27,"Muse, The (1999)",37718.0
2835,70000000.0,Action|Adventure|Comedy|Thriller,163579,http://image.tmdb.org/t/p/w185//alOPXtR6nxMiEvk6zRA9sX6Hbjk.jpg,1999-09-01,Chill Factor (1999),2162.0
2836,7000000.0,Comedy,125971,http://image.tmdb.org/t/p/w185//kd7j3QZqG1xkvLUtZSBOnISka8E.jpg,1999-09-01,Outside Providence (1999),14578.0
2837,0.0,Comedy|Romance,126810,http://image.tmdb.org/t/p/w185//jRbhbHEJbyeJjcHv3u4T6bE7u9z.jpg,1998-08-01,Bedrooms & Hallways (1998),40694.0
2839,0.0,Drama,157183,http://image.tmdb.org/t/p/w185//3ZHf17gdAe0eAQAZzCTzuuBwEAP.jpg,1998-09-01,West Beirut (West Beyrouth) (1998),49184.0
2840,29000000.0,Drama|Thriller,145531,http://image.tmdb.org/t/p/w185//eCgy4WfZxgU9pAovPIo9IVaCTgy.jpg,1999-09-10,Stigmata (1999),10307.0
2841,12000000.0,Horror|Mystery|Thriller,164181,http://image.tmdb.org/t/p/w185//9CyJ5aYF27cITX1WSUTENeP4wBE.jpg,1999-09-10,Stir of Echoes (1999),11601.0
2843,0.0,Comedy|Romance,118843,http://image.tmdb.org/t/p/w185//eEo03ShmRlMh3wkt28KQ6GYlnTW.jpg,1998-06-01,"Black Cat, White Cat (Crna macka, beli macor) (1998)",1075.0
2844,0.0,Drama|Mystery,151582,http://image.tmdb.org/t/p/w185//vrnI5WePtq2iXkcmeYnMrLCpI9B.jpg,1999-02-25,"Minus Man, The (1999)",21719.0
2846,0.0,Adventure|Children|Comedy|Drama,97050,http://image.tmdb.org/t/p/w185//imHIqEfWRZuJ2vLow0UJ9aqjyEO.jpg,1986-06-27,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",47951.0
2847,0.0,Adventure|Drama|Romance,31762,http://image.tmdb.org/t/p/w185//7v5ZsdIpK2m9p5nNSg4lcOGkjnI.jpg,1939-05-15,Only Angels Have Wings (1939),43832.0
2848,0.0,Drama,45251,http://image.tmdb.org/t/p/w185//61A7EJqfMsrQO0YWsUWq8gbgbu0.jpg,1951-11-27,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",47697.0
2851,0.0,Adventure|Sci-Fi|Thriller,81454,http://image.tmdb.org/t/p/w185//zAoLR1azwd8QbglnjWpOwJ4PI6C.jpg,1980-02-15,Saturn 3 (1980),
2852,6000000.0,Drama,88146,http://image.tmdb.org/t/p/w185//veN6bFeBMN7vzM2LQnVPOPrD2DI.jpg,1984-09-14,"Soldier's Story, A (1984)",26522.0
2856,0.0,Thriller,59297,http://image.tmdb.org/t/p/w185//k8MySQDaqMWAnPcTEyANfY59lgN.jpg,1965-07-21,I Saw What You Did (1965),28295.0
2857,0.0,Adventure|Animation|Comedy|Fantasy|Musical,63823,http://image.tmdb.org/t/p/w185//k9Wdp9YCJNspo8RLeGPSUg7oOoC.jpg,1968-07-17,Yellow Submarine (1968),12105.0
2858,15000000.0,Drama|Romance,169547,http://image.tmdb.org/t/p/w185//wby9315QzVKdW9BonAefg8jGTTb.jpg,1999-09-15,American Beauty (1999),14.0
2859,1200000.0,Documentary|Musical,88178,http://image.tmdb.org/t/p/w185//uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg,1984-11-16,Stop Making Sense (1984),24128.0
2860,65000000.0,Comedy,181316,http://image.tmdb.org/t/p/w185//jek2osBtFhzU6Hjj7yp1egOtbqO.jpg,1999-09-17,Blue Streak (1999),11001.0
2861,50000000.0,Comedy|Drama,126916,http://image.tmdb.org/t/p/w185//vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg,1999-09-17,For Love of the Game (1999),10390.0
2862,17500000.0,Drama,80491,http://image.tmdb.org/t/p/w185//hrlfv70HG6SBjJs1ARZqwou38FI.jpg,1979-01-21,Caligula (1979),9453.0
2863,560000.0,Adventure|Comedy|Musical,58182,http://image.tmdb.org/t/p/w185//cbHI7YkNPkGXW8J1D6DxvkybGDC.jpg,1964-07-06,"Hard Day's Night, A (1964)",704.0
2865,0.0,Comedy,173390,http://image.tmdb.org/t/p/w185//9VpZ9apNn5uym9TYEtYEhMYOTEX.jpg,1999-09-17,Sugar Town (1999),142132.0
2866,1200000.0,Drama,77280,http://image.tmdb.org/t/p/w185//hQ6mFTlX2c4n7u6aLdQ6pnVXIUv.jpg,1978-05-18,"Buddy Holly Story, The (1978)",24153.0
2867,9000000.0,Comedy|Horror|Thriller,89175,http://image.tmdb.org/t/p/w185//9yg6zY0NsTzyi6Sgmer1eEW2wUy.jpg,1985-08-02,Fright Night (1985),11797.0
2868,0.0,Horror,97390,http://image.tmdb.org/t/p/w185//gsYuT5o9ORqKqmct1xgKfb8dLH9.jpg,1988-04-07,Fright Night Part II (1988),18086.0
2870,0.0,Comedy,61385,http://image.tmdb.org/t/p/w185//rN5bxavANlPWACuhDBJ3tbDXy86.jpg,1967-05-25,Barefoot in the Park (1967),17887.0
2871,2000000.0,Adventure|Drama|Thriller,68473,http://image.tmdb.org/t/p/w185//2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,1972-07-30,Deliverance (1972),10669.0
2872,11000000.0,Adventure|Fantasy,82348,http://image.tmdb.org/t/p/w185//nNgSBynGP63B7g0A9AGq3EQIPwS.jpg,1981-04-10,Excalibur (1981),11527.0
2874,0.0,Comedy|Musical|Romance,50814,http://image.tmdb.org/t/p/w185//lsd5GXaDYy1A8TOg85rfZpZs4Q9.jpg,1957-08-29,"Pajama Game, The (1957)",40867.0
2875,0.0,Drama|Mystery|Romance,108185,http://image.tmdb.org/t/p/w185//t77hoKAqWXy6iUiiZHqrlijl9PB.jpg,1993-02-05,Sommersby (1993),1049.0
2876,28000000.0,Animation|Children|Fantasy,111419,http://image.tmdb.org/t/p/w185//sbvto0HUzdNEZsLVeTQa6GEvXvf.jpg,1994-03-30,Thumbelina (1994),28032.0
2877,5000000.0,Musical,73812,http://image.tmdb.org/t/p/w185//pAImVnqBJwoFAKrcpAe17JjLGUs.jpg,1975-03-19,Tommy (1975),11326.0
2878,0.0,Horror,82511,http://image.tmdb.org/t/p/w185//zF90WKSuilfwnET6kYeke0DxTtN.jpg,1981-08-28,Hell Night (1981),28377.0
2879,0.0,Action|Adventure|Comedy,99558,http://image.tmdb.org/t/p/w185//dxdFXfgoQB4ABAz2qmHq64GkVh1.jpg,1991-02-07,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),10975.0
2880,15000000.0,Action|Adventure|Comedy,91431,http://image.tmdb.org/t/p/w185//7H0Qp0EqFdBIChuXrR4kEyKZyzk.jpg,1986-08-16,Armour of God (Long xiong hu di) (1987),10974.0
2881,70000000.0,Action|Crime|Drama|Thriller,150377,http://image.tmdb.org/t/p/w185//dPd9QvEeMQpgHO6iLB1LqALTZl.jpg,1999-09-24,Double Jeopardy (1999),10398.0
2882,45000000.0,Drama,120716,http://image.tmdb.org/t/p/w185//tTuUcIcru8fcwyzQnmtuS2r3UGU.jpg,1999-09-16,Jakob the Liar (1999),2290.0
2883,0.0,Comedy|Drama,140397,http://image.tmdb.org/t/p/w185//aNeiu93D3aHsxcO3pLlKFqZWLUR.jpg,1999-09-24,Mumford (1999),24071.0
2884,0.0,Comedy|Romance,129884,http://image.tmdb.org/t/p/w185//dldOBHyJpCkVgaPbODqfTsgOTo5.jpg,1998-09-14,Dog Park (1998),62994.0
2885,2600000.0,Drama|Romance,160338,http://image.tmdb.org/t/p/w185//1isgjzl3mwVoxlRd7sqJ7COzwZw.jpg,1999-09-12,Guinevere (1999),60994.0
2886,0.0,Children|Comedy,159421,http://image.tmdb.org/t/p/w185//qSEPC9sP0vlyPbgOW5Kxlh2S7Gj.jpg,1999-10-01,"Adventures of Elmo in Grouchland, The (1999)",16112.0
2887,0.0,Action|Comedy,168172,http://image.tmdb.org/t/p/w185//s2RXbJtzYj6CbPrevsxORX7mC0j.jpg,1999-01-01,Simon Sez (1999),32305.0
2888,8000000.0,Comedy|Romance,164114,http://image.tmdb.org/t/p/w185//7BGPlQ2jib98ieSlkObJ825E0cy.jpg,1999-10-01,Drive Me Crazy (1999),14429.0
2889,28000000.0,Comedy|Drama,134618,http://image.tmdb.org/t/p/w185//bmg4sjOQswcrP5mPL9YzNom9cXx.jpg,1999-10-01,"Mystery, Alaska (1999)",15198.0
2890,75000000.0,Action|Adventure|Comedy|Drama|War,120188,http://image.tmdb.org/t/p/w185//fClJQW8xn8wHOFqoA4jUn0PZh1f.jpg,1999-04-21,Three Kings (1999),6415.0
2891,1700000.0,Comedy,162360,http://image.tmdb.org/t/p/w185//xARM6mHWSIvaN9heEe0GRoJ2OVS.jpg,1999-12-03,"Happy, Texas (1999)",24066.0
2892,0.0,Action|Drama,133122,http://image.tmdb.org/t/p/w185//9vnQXSMD3eLPze269H0AEfk7z4n.jpg,1999-03-19,New Rose Hotel (1998),21430.0
2893,0.0,Action|Adventure|Drama,134033,http://image.tmdb.org/t/p/w185//1YlpRvc1KnWtyGNxX5tgCBaFdKX.jpg,1999-01-22,Plunkett & MaCleane (1999),10381.0
2894,0.0,Drama|Romance,194314,http://image.tmdb.org/t/p/w185//lcDSXXnZok1qyv4TQ14iZ8g8OHf.jpg,1999-04-13,Romance (1999),171982.0
